Unnamed: 0,q1,q2,q3,x,y,theta,x_normalized,y_normalized,theta_normalized
0,0.5295578094549707,-0.21111571611359373,1.5520341461053633,3.0350809182107747,3.547340316851382,1.87047623944674,0.012511317915518549,0.014471616582392608,0.014239073489878417
0,2.7564141675226654,-2.5897959356063947,-1.3136275802237976,0.9412704975803496,-0.739930592559314,-1.1470093483075272,0.0038801385389976785,-0.0030185972804000283,-0.00873165350069312
0,2.6817221089642325,-1.4673769287810532,0.6648424361959822,-1.7013710272349754,4.667592579948691,1.8791876163791612,-0.007013451828011818,0.01904176203759142,0.014305389187305007
0,3.1015922230858552,-1.6723711755191757,-0.6633486101572567,-0.27463878821010224,3.446301617089483,0.7658724374094229,-0.0011321257270646295,0.014059422320682885,0.005830233867804018
0,0.9562502175642952,-2.3779440793984783,-0.8222664149533041,0.20335101082153664,-1.907445088020168,-2.2439602767874867,0.0008382607295788789,-0.0077815522335610374,-0.017082235323660596
0,0.035355365290403964,-1.5659599363529582,0.5837194015457552,3.2475398299158096,-3.5508882752484805,-0.9468851695167988,0.013387123556276817,-0.01448609072047549,-0.007208200366775944
0,0.43623017049181456,-0.539631342648415,-1.3695031350957978,3.9974911137285085,-1.3518074549729235,-1.4729043072523984,0.016478599265090307,-0.005514790641500129,-0.011212541614925197
0,1.2257433206314718,-2.570486818084418,-1.3497529580418468,-0.6786545366223025,-0.9317002662074952,-2.694496455494793,-0.0027975737356933606,-0.003800934733613516,-0.02051195959557108
0,1.0567092734796748,-1.0266412238243001,0.18882937535831698,4.934851147810714,2.2359180546272768,0.21889742501369192,0.02034261795313813,0.00912158008705956,0.0016663652046374257
0,2.1977449787960337,-1.9316929606575712,-0.15041341867762806,2.7429225843952603,2.3762537874302394,0.11563859946083445,0.011306972497871846,0.009694089273247872,0.0008803033587192067
0,3.0878933829605333,-0.600712821620614,-1.492198504694536,-2.4948930430215013,3.0022311225234155,0.9949820566453836,-0.010284536349317122,0.012247806473625483,0.0075743398001540865
0,0.7550862899985837,-1.0204108151289566,0.9436460101346302,4.943693844481048,2.101232057825261,0.6783214850042574,0.02037906963012942,0.008572119383930245,0.005163748820244825
0,0.17770568104345286,-1.881831350796684,0.22122157977851264,1.8781926097697927,-3.6209858255061698,-1.4829040899747188,0.00774235200992933,-0.014772058454068832,-0.011288665351791297
